"Date","Day","Route","Time","Location","Incident","Direction","Vehicle","Delay"
2024-01-14,"Sunday",103,"18:46:14","KEELE AND GLENLAKE","General Delay","E",8330,1
2024-06-12,"Wednesday",95,"22:29:25","KEELE AND GLENLAKE","Mechanical","W",6899,1
2024-10-08,"Tuesday",100,"14:59:48","KEELE AND GLENLAKE","Security","N",8745,0
2024-10-27,"Sunday",86,"16:47:16","MAIN STATION","General Delay","N",8097,0
2024-12-08,"Sunday",106,"02:47:28","KEELE AND GLENLAKE","Mechanical","S",7415,1
2024-06-17,"Monday",97,"19:02:34","BLOOR AND MANNING","Security","S",4492,0
2024-05-25,"Saturday",93,"22:09:30","KEELE AND GLENLAKE","Mechanical","S",6833,1
2024-10-29,"Tuesday",101,"08:48:07","BLOOR AND MANNING","Vision","S",5240,1
2024-08-03,"Saturday",105,"01:12:52","PARLIAMENT AND BLOOR","Security","N",5284,0
2024-08-13,"Tuesday",94,"01:58:04","BLOOR AND MANNING","Vision","N",7802,0
2024-05-21,"Tuesday",98,"16:28:31","FINCH STATION","Vision","N",6483,0
2024-05-06,"Monday",108,"13:49:37","PARLIAMENT AND BLOOR","Vision","N",6708,0
2024-01-18,"Thursday",85,"07:40:58","FINCH STATION","General Delay","N",6691,0
2024-04-02,"Tuesday",93,"21:34:19","KEELE AND GLENLAKE","Mechanical","N",8619,1
2024-04-27,"Saturday",125,"23:08:16","BLOOR AND MANNING","General Delay","W",7593,0
2024-05-12,"Sunday",105,"22:24:22","KEELE AND GLENLAKE","Security","S",6164,0
2024-01-02,"Tuesday",103,"14:43:50","KEELE AND GLENLAKE","Mechanical","E",5994,1
2024-06-15,"Saturday",105,"00:27:27","BLOOR AND MANNING","Mechanical","N",8089,1
2024-04-30,"Tuesday",85,"20:27:53","BLOOR AND MANNING","Mechanical","S",6773,1
2024-10-09,"Wednesday",105,"23:55:32","PARLIAMENT AND BLOOR","Mechanical","E",7164,1
2024-06-10,"Monday",111,"04:52:02","PARLIAMENT AND BLOOR","Mechanical","N",7539,1
2024-05-11,"Saturday",107,"08:23:25","BLOOR AND MANNING","Mechanical","N",6385,1
2024-07-15,"Monday",106,"10:14:30","KEELE AND GLENLAKE","Vision","E",8425,0
2024-01-07,"Sunday",97,"19:00:09","MAIN STATION","General Delay","S",6986,0
2024-01-25,"Thursday",93,"18:45:22","FINCH STATION","Mechanical","S",7529,1
2024-11-26,"Tuesday",84,"11:08:01","MAIN STATION","Vision","E",8505,0
2024-12-31,"Tuesday",102,"02:13:58","FINCH STATION","Mechanical","W",6271,1
2024-11-29,"Friday",101,"09:38:39","FINCH STATION","Security","N",5925,0
2024-04-28,"Sunday",99,"07:05:59","BLOOR AND MANNING","General Delay","N",6081,0
2024-08-08,"Thursday",96,"08:37:27","FINCH STATION","Mechanical","E",5278,1
2024-05-01,"Wednesday",108,"11:32:13","MAIN STATION","Security","E",6571,0
2024-06-19,"Wednesday",121,"13:30:01","MAIN STATION","Security","S",6641,0
2024-07-31,"Wednesday",88,"20:35:20","MAIN STATION","Mechanical","N",7480,1
2024-08-27,"Tuesday",99,"01:42:36","FINCH STATION","Mechanical","S",7794,1
2024-08-25,"Sunday",91,"16:45:42","PARLIAMENT AND BLOOR","General Delay","N",7241,0
2024-12-05,"Thursday",77,"21:58:53","KEELE AND GLENLAKE","Mechanical","W",8881,1
2024-07-13,"Saturday",104,"02:23:32","KEELE AND GLENLAKE","General Delay","N",6348,1
2024-04-08,"Monday",92,"15:27:39","FINCH STATION","Mechanical","N",7452,1
2024-05-30,"Thursday",110,"19:19:12","MAIN STATION","Vision","W",7011,1
2024-02-20,"Tuesday",94,"01:58:57","KEELE AND GLENLAKE","Vision","N",7642,0
2024-05-24,"Friday",101,"22:43:13","PARLIAMENT AND BLOOR","General Delay","N",7527,0
2024-05-11,"Saturday",90,"06:14:19","BLOOR AND MANNING","Mechanical","N",3935,1
2024-09-07,"Saturday",114,"22:50:46","KEELE AND GLENLAKE","Mechanical","S",8238,1
2024-03-17,"Sunday",90,"11:34:04","FINCH STATION","Vision","W",6908,1
2024-04-06,"Saturday",110,"09:40:12","FINCH STATION","Security","E",8351,0
2024-10-10,"Thursday",93,"00:35:55","PARLIAMENT AND BLOOR","Security","S",7140,0
2024-02-27,"Tuesday",107,"00:40:24","BLOOR AND MANNING","Security","N",6309,0
2024-03-16,"Saturday",82,"13:37:05","BLOOR AND MANNING","Security","S",9589,0
2024-06-23,"Sunday",111,"01:07:45","PARLIAMENT AND BLOOR","General Delay","N",7100,0
2024-01-27,"Saturday",91,"04:34:04","FINCH STATION","Security","S",8135,0
2024-06-04,"Tuesday",100,"13:27:18","MAIN STATION","General Delay","N",7097,0
2024-01-09,"Tuesday",94,"22:26:02","FINCH STATION","General Delay","S",8303,0
2024-10-14,"Monday",99,"11:50:09","BLOOR AND MANNING","General Delay","S",7053,0
2024-02-21,"Wednesday",103,"07:37:24","MAIN STATION","Mechanical","N",7568,1
2024-06-04,"Tuesday",112,"06:33:36","KEELE AND GLENLAKE","Vision","E",7927,0
2024-03-08,"Friday",103,"01:03:01","MAIN STATION","Security","N",7803,0
2024-08-16,"Friday",110,"17:57:25","BLOOR AND MANNING","Mechanical","N",7625,1
2024-08-31,"Saturday",86,"01:36:35","BLOOR AND MANNING","Mechanical","N",6957,1
2024-11-10,"Sunday",105,"04:24:12","KEELE AND GLENLAKE","Security","S",7794,0
2024-01-20,"Saturday",104,"13:17:38","BLOOR AND MANNING","General Delay","S",6414,0
2024-02-24,"Saturday",109,"11:36:11","KEELE AND GLENLAKE","Vision","E",5705,0
2024-03-19,"Tuesday",108,"16:43:46","KEELE AND GLENLAKE","Security","W",6032,0
2024-09-27,"Friday",104,"18:51:28","BLOOR AND MANNING","General Delay","N",6763,0
2024-12-05,"Thursday",96,"19:07:19","BLOOR AND MANNING","Mechanical","N",7386,1
2024-08-19,"Monday",102,"23:26:32","PARLIAMENT AND BLOOR","Vision","N",7648,0
2024-07-07,"Sunday",97,"03:22:55","BLOOR AND MANNING","General Delay","N",5400,0
2024-08-11,"Sunday",102,"02:53:23","KEELE AND GLENLAKE","Security","W",7274,0
2024-05-17,"Friday",86,"09:45:28","MAIN STATION","Security","N",5412,0
2024-04-30,"Tuesday",108,"19:12:07","KEELE AND GLENLAKE","Security","N",6604,0
2024-12-28,"Saturday",97,"08:32:59","MAIN STATION","Mechanical","N",6774,1
2024-06-10,"Monday",91,"12:44:29","MAIN STATION","Security","S",7029,0
2024-01-15,"Monday",112,"00:55:56","MAIN STATION","Security","N",7345,1
2024-09-07,"Saturday",90,"05:09:33","KEELE AND GLENLAKE","Security","E",4829,0
2024-07-30,"Tuesday",91,"13:23:53","PARLIAMENT AND BLOOR","Security","E",8206,1
2024-08-11,"Sunday",106,"01:07:43","MAIN STATION","Vision","W",5926,0
2024-07-01,"Monday",99,"18:19:48","KEELE AND GLENLAKE","Vision","N",7704,0
2024-06-22,"Saturday",92,"05:01:22","BLOOR AND MANNING","Mechanical","S",6664,1
2024-06-16,"Sunday",113,"08:43:35","BLOOR AND MANNING","Mechanical","W",5680,1
2024-09-27,"Friday",90,"01:25:19","BLOOR AND MANNING","General Delay","S",7214,0
2024-11-14,"Thursday",111,"17:47:59","PARLIAMENT AND BLOOR","Mechanical","N",5385,1
2024-04-22,"Monday",94,"06:51:38","KEELE AND GLENLAKE","General Delay","S",7940,1
2024-11-20,"Wednesday",91,"16:04:09","MAIN STATION","Security","W",5361,0
2024-12-03,"Tuesday",121,"16:47:41","PARLIAMENT AND BLOOR","Security","N",6957,0
2024-09-23,"Monday",106,"07:48:41","BLOOR AND MANNING","Mechanical","N",5344,1
2024-04-13,"Saturday",101,"16:37:15","KEELE AND GLENLAKE","Vision","S",6446,0
2024-11-26,"Tuesday",94,"20:03:11","MAIN STATION","General Delay","N",8680,0
2024-09-14,"Saturday",82,"08:25:31","MAIN STATION","Security","S",7880,0
2024-08-22,"Thursday",106,"15:10:48","MAIN STATION","Vision","E",7242,0
2024-01-08,"Monday",105,"16:12:10","MAIN STATION","General Delay","N",5751,0
2024-01-24,"Wednesday",110,"11:09:40","MAIN STATION","Vision","E",6623,0
2024-04-05,"Friday",85,"15:02:19","MAIN STATION","Vision","N",6603,1
2024-10-14,"Monday",101,"06:34:45","KEELE AND GLENLAKE","General Delay","E",7030,0
2024-09-08,"Sunday",97,"15:27:29","KEELE AND GLENLAKE","Mechanical","N",8266,1
2024-04-19,"Friday",98,"03:47:37","FINCH STATION","General Delay","N",7937,0
2024-04-07,"Sunday",97,"15:26:24","KEELE AND GLENLAKE","Mechanical","S",7147,1
2024-04-21,"Sunday",108,"22:30:02","FINCH STATION","General Delay","N",6388,1
2024-11-04,"Monday",93,"17:52:04","MAIN STATION","Mechanical","N",6025,1
2024-09-16,"Monday",121,"00:43:14","FINCH STATION","Vision","E",9205,0
2024-08-28,"Wednesday",89,"23:36:37","KEELE AND GLENLAKE","Mechanical","N",6027,1
2024-02-06,"Tuesday",91,"03:49:55","BLOOR AND MANNING","Mechanical","S",6778,1
2024-06-15,"Saturday",100,"12:39:43","PARLIAMENT AND BLOOR","Vision","S",6589,0
2024-12-03,"Tuesday",109,"14:31:01","PARLIAMENT AND BLOOR","Mechanical","E",6504,1
2024-10-01,"Tuesday",103,"12:38:39","KEELE AND GLENLAKE","General Delay","N",7324,0
2024-04-27,"Saturday",114,"12:24:10","KEELE AND GLENLAKE","Security","N",6850,0
2024-09-26,"Thursday",92,"14:01:19","MAIN STATION","General Delay","N",7164,0
2024-05-11,"Saturday",102,"02:51:30","FINCH STATION","Security","N",6997,0
2024-03-25,"Monday",91,"12:12:31","KEELE AND GLENLAKE","Security","E",5515,0
2024-04-06,"Saturday",105,"08:30:41","PARLIAMENT AND BLOOR","Mechanical","N",6710,1
2024-07-27,"Saturday",111,"17:26:27","MAIN STATION","Vision","S",6312,0
2024-02-03,"Saturday",89,"03:43:09","KEELE AND GLENLAKE","General Delay","S",7200,1
2024-04-11,"Thursday",104,"16:54:58","KEELE AND GLENLAKE","Vision","N",9171,0
2024-07-26,"Friday",125,"09:31:13","PARLIAMENT AND BLOOR","Vision","E",8417,0
2024-12-30,"Monday",108,"06:26:11","KEELE AND GLENLAKE","Mechanical","E",7264,1
2024-09-27,"Friday",86,"00:52:06","BLOOR AND MANNING","Security","N",7919,0
2024-01-01,"Monday",92,"12:13:56","MAIN STATION","General Delay","N",5586,0
2024-03-12,"Tuesday",106,"02:23:47","PARLIAMENT AND BLOOR","Security","S",6414,0
2024-05-17,"Friday",93,"13:18:16","FINCH STATION","Vision","N",6882,0
2024-11-21,"Thursday",104,"08:13:44","BLOOR AND MANNING","Security","W",3504,0
2024-02-15,"Thursday",107,"13:32:12","KEELE AND GLENLAKE","Vision","E",6841,0
2024-07-05,"Friday",103,"14:48:45","FINCH STATION","General Delay","W",7121,0
2024-09-17,"Tuesday",109,"16:00:25","KEELE AND GLENLAKE","Mechanical","E",7540,1
2024-04-03,"Wednesday",100,"11:48:12","BLOOR AND MANNING","Vision","N",7085,0
2024-10-08,"Tuesday",109,"22:57:09","PARLIAMENT AND BLOOR","Mechanical","N",7347,1
2024-03-28,"Thursday",108,"15:13:07","KEELE AND GLENLAKE","General Delay","N",6832,0
2024-08-02,"Friday",84,"19:38:47","KEELE AND GLENLAKE","Security","N",5114,0
2024-11-27,"Wednesday",91,"14:19:33","BLOOR AND MANNING","Vision","S",8065,0
2024-07-09,"Tuesday",93,"04:53:53","MAIN STATION","Vision","N",6746,0
2024-02-22,"Thursday",88,"11:28:34","FINCH STATION","Vision","S",7627,0
2024-11-07,"Thursday",80,"06:41:57","KEELE AND GLENLAKE","Vision","S",6638,0
2024-01-13,"Saturday",91,"18:06:31","PARLIAMENT AND BLOOR","Mechanical","N",7987,1
2024-09-15,"Sunday",117,"15:30:23","MAIN STATION","General Delay","E",6803,0
2024-02-01,"Thursday",87,"23:42:39","MAIN STATION","Mechanical","E",6431,1
2024-05-04,"Saturday",98,"17:54:21","KEELE AND GLENLAKE","Vision","S",5279,0
2024-08-31,"Saturday",93,"23:11:33","BLOOR AND MANNING","Vision","E",8459,0
2024-04-23,"Tuesday",91,"21:58:25","PARLIAMENT AND BLOOR","Security","E",7871,0
2024-01-14,"Sunday",113,"06:30:33","KEELE AND GLENLAKE","General Delay","N",7119,0
2024-02-26,"Monday",105,"18:44:23","MAIN STATION","Security","S",7652,0
2024-08-04,"Sunday",104,"03:21:27","FINCH STATION","Security","S",6935,0
2024-01-01,"Monday",86,"16:24:37","FINCH STATION","General Delay","S",6192,0
2024-07-18,"Thursday",88,"20:23:28","FINCH STATION","Security","W",6113,0
2024-03-09,"Saturday",110,"16:15:21","FINCH STATION","Vision","N",5656,0
2024-05-06,"Monday",122,"17:40:35","KEELE AND GLENLAKE","Mechanical","E",7000,1
2024-12-05,"Thursday",95,"03:59:10","BLOOR AND MANNING","Security","W",8367,0
2024-02-06,"Tuesday",104,"14:10:17","KEELE AND GLENLAKE","General Delay","E",7860,0
2024-06-19,"Wednesday",109,"17:46:19","PARLIAMENT AND BLOOR","Mechanical","N",7732,1
2024-07-27,"Saturday",77,"08:56:15","KEELE AND GLENLAKE","General Delay","S",7524,0
2024-10-18,"Friday",79,"02:17:25","PARLIAMENT AND BLOOR","Vision","N",7259,0
2024-02-02,"Friday",104,"13:58:59","KEELE AND GLENLAKE","Mechanical","S",9781,1
2024-02-19,"Monday",125,"02:11:03","KEELE AND GLENLAKE","Security","E",6099,0
2024-08-11,"Sunday",107,"18:52:46","BLOOR AND MANNING","Security","N",7462,0
2024-09-17,"Tuesday",82,"02:54:43","BLOOR AND MANNING","Mechanical","N",6279,1
2024-06-07,"Friday",92,"23:08:50","MAIN STATION","Mechanical","N",6519,1
2024-01-24,"Wednesday",122,"19:09:19","PARLIAMENT AND BLOOR","General Delay","N",4777,0
2024-11-24,"Sunday",110,"01:38:21","PARLIAMENT AND BLOOR","Security","E",7197,0
2024-03-30,"Saturday",104,"12:13:44","KEELE AND GLENLAKE","Mechanical","S",7171,1
2024-04-21,"Sunday",97,"15:44:24","BLOOR AND MANNING","Mechanical","N",6756,1
2024-04-22,"Monday",108,"08:14:38","KEELE AND GLENLAKE","Mechanical","S",7536,1
2024-11-20,"Wednesday",85,"19:33:18","MAIN STATION","Vision","W",6625,1
2024-01-12,"Friday",114,"15:04:30","BLOOR AND MANNING","Security","N",9048,0
2024-05-13,"Monday",114,"04:35:08","BLOOR AND MANNING","Security","S",7519,0
2024-07-09,"Tuesday",98,"14:57:43","FINCH STATION","Security","E",5752,0
2024-03-14,"Thursday",92,"06:52:59","PARLIAMENT AND BLOOR","Security","E",6726,1
2024-08-10,"Saturday",95,"23:00:31","KEELE AND GLENLAKE","Mechanical","N",7082,1
2024-03-05,"Tuesday",110,"21:10:47","PARLIAMENT AND BLOOR","Security","N",8605,0
2024-09-13,"Friday",113,"16:48:04","PARLIAMENT AND BLOOR","Vision","S",7556,0
2024-12-08,"Sunday",98,"18:19:11","MAIN STATION","General Delay","S",6408,0
2024-03-26,"Tuesday",89,"05:12:11","BLOOR AND MANNING","Vision","N",6552,0
2024-04-16,"Tuesday",111,"17:47:45","BLOOR AND MANNING","Security","N",4923,0
2024-05-02,"Thursday",106,"05:33:43","FINCH STATION","Security","N",6648,0
2024-07-16,"Tuesday",105,"19:04:46","MAIN STATION","Security","N",5086,1
2024-07-04,"Thursday",118,"19:31:36","KEELE AND GLENLAKE","Security","S",9652,0
2024-03-18,"Monday",108,"08:48:29","FINCH STATION","Mechanical","N",7704,1
2024-12-04,"Wednesday",84,"07:58:31","MAIN STATION","Security","N",7786,0
2024-04-13,"Saturday",110,"17:32:26","BLOOR AND MANNING","Mechanical","N",6723,1
2024-10-23,"Wednesday",119,"17:42:37","FINCH STATION","Vision","N",7337,0
2024-07-08,"Monday",103,"06:08:27","MAIN STATION","Vision","N",7970,0
2024-08-28,"Wednesday",101,"01:43:55","FINCH STATION","Vision","N",7612,0
2024-02-19,"Monday",86,"05:48:08","MAIN STATION","Security","N",6586,0
2024-04-08,"Monday",102,"23:11:36","MAIN STATION","Mechanical","N",5550,1
2024-12-10,"Tuesday",102,"13:12:21","PARLIAMENT AND BLOOR","General Delay","N",6255,0
2024-04-19,"Friday",109,"10:26:23","FINCH STATION","Mechanical","N",7720,1
2024-11-21,"Thursday",113,"14:21:16","KEELE AND GLENLAKE","Mechanical","W",8369,1
2024-11-28,"Thursday",84,"02:01:48","PARLIAMENT AND BLOOR","General Delay","N",7748,0
2024-07-09,"Tuesday",90,"04:10:12","BLOOR AND MANNING","General Delay","S",7359,0
2024-01-01,"Monday",88,"16:29:35","FINCH STATION","General Delay","S",6687,0
2024-07-08,"Monday",73,"02:42:12","MAIN STATION","Vision","E",5197,0
2024-09-07,"Saturday",106,"16:32:01","FINCH STATION","General Delay","N",7272,0
2024-03-10,"Sunday",105,"08:33:55","BLOOR AND MANNING","Mechanical","N",7923,1
2024-03-11,"Monday",91,"15:38:57","KEELE AND GLENLAKE","General Delay","S",5064,0
2024-05-27,"Monday",97,"11:21:13","BLOOR AND MANNING","Security","N",5889,0
2024-10-28,"Monday",104,"23:41:43","FINCH STATION","Mechanical","N",8351,1
2024-04-04,"Thursday",110,"05:37:26","PARLIAMENT AND BLOOR","General Delay","N",6144,0
2024-06-08,"Saturday",100,"11:13:17","KEELE AND GLENLAKE","Security","N",7529,0
2024-11-05,"Tuesday",105,"05:49:57","MAIN STATION","General Delay","N",6565,0
2024-09-30,"Monday",110,"15:28:23","FINCH STATION","Security","N",5026,0
2024-02-08,"Thursday",101,"11:26:38","KEELE AND GLENLAKE","Vision","S",8269,0
2024-06-27,"Thursday",112,"00:43:54","PARLIAMENT AND BLOOR","Mechanical","N",7926,1
2024-05-05,"Sunday",97,"00:07:11","FINCH STATION","Vision","S",9282,0
2024-01-03,"Wednesday",91,"01:27:03","KEELE AND GLENLAKE","Vision","N",6287,0
2024-06-19,"Wednesday",99,"02:21:05","FINCH STATION","Mechanical","N",8181,1
2024-03-25,"Monday",97,"04:17:43","BLOOR AND MANNING","General Delay","E",6021,0
2024-06-20,"Thursday",105,"01:01:41","PARLIAMENT AND BLOOR","Security","N",6522,0
2024-12-09,"Monday",94,"05:48:00","FINCH STATION","Mechanical","E",8369,1
2024-09-23,"Monday",105,"11:37:29","PARLIAMENT AND BLOOR","Mechanical","S",6176,1
2024-12-09,"Monday",89,"19:37:28","MAIN STATION","General Delay","S",8242,0
2024-10-18,"Friday",107,"06:36:45","MAIN STATION","Vision","N",7427,0
2024-10-06,"Sunday",109,"20:18:28","MAIN STATION","General Delay","S",7026,0
2024-07-26,"Friday",89,"15:51:39","MAIN STATION","Vision","E",8029,0
2024-11-06,"Wednesday",120,"23:42:56","MAIN STATION","Mechanical","S",6786,1
2024-12-06,"Friday",117,"08:32:03","BLOOR AND MANNING","Security","N",7232,1
2024-12-29,"Sunday",91,"14:01:31","MAIN STATION","Vision","N",8703,0
2024-06-09,"Sunday",105,"23:18:29","BLOOR AND MANNING","Vision","N",5890,1
2024-02-17,"Saturday",97,"19:18:22","KEELE AND GLENLAKE","Vision","E",8294,0
2024-10-01,"Tuesday",80,"08:48:16","KEELE AND GLENLAKE","Vision","W",6528,0
2024-04-22,"Monday",97,"04:15:00","BLOOR AND MANNING","Vision","N",7570,0
2024-12-09,"Monday",106,"06:09:11","BLOOR AND MANNING","Security","S",5672,0
2024-05-01,"Wednesday",91,"10:09:32","BLOOR AND MANNING","General Delay","S",6760,0
2024-03-08,"Friday",98,"07:50:56","MAIN STATION","General Delay","N",8158,0
2024-11-05,"Tuesday",81,"01:33:04","FINCH STATION","Vision","N",6968,0
2024-08-12,"Monday",96,"10:23:42","KEELE AND GLENLAKE","Vision","N",5710,0
2024-01-16,"Tuesday",100,"21:00:01","FINCH STATION","Security","S",6995,0
2024-07-07,"Sunday",95,"14:43:12","KEELE AND GLENLAKE","Security","N",8132,0
2024-09-17,"Tuesday",110,"02:16:09","FINCH STATION","General Delay","W",7378,0
2024-10-20,"Sunday",105,"16:38:25","PARLIAMENT AND BLOOR","Mechanical","S",5372,1
2024-01-16,"Tuesday",88,"10:27:14","BLOOR AND MANNING","Security","E",6415,1
2024-09-01,"Sunday",103,"10:47:43","BLOOR AND MANNING","Mechanical","N",7981,1
2024-12-31,"Tuesday",86,"07:07:43","KEELE AND GLENLAKE","Vision","S",6398,0
2024-11-05,"Tuesday",111,"16:28:25","MAIN STATION","Mechanical","E",6629,1
2024-06-30,"Sunday",100,"16:49:49","KEELE AND GLENLAKE","Mechanical","E",8684,1
2024-03-24,"Sunday",114,"10:07:37","BLOOR AND MANNING","General Delay","S",6550,1
2024-09-04,"Wednesday",116,"19:35:43","KEELE AND GLENLAKE","Vision","N",5423,0
2024-10-26,"Saturday",94,"10:36:00","BLOOR AND MANNING","Vision","N",8060,0
2024-07-01,"Monday",108,"20:13:31","PARLIAMENT AND BLOOR","Security","N",7138,0
2024-06-05,"Wednesday",102,"18:21:59","KEELE AND GLENLAKE","Vision","S",5015,0
2024-09-12,"Thursday",101,"06:45:01","BLOOR AND MANNING","Security","N",6465,0
2024-03-20,"Wednesday",90,"05:37:23","BLOOR AND MANNING","Vision","S",8019,0
2024-12-16,"Monday",110,"04:24:52","FINCH STATION","General Delay","N",5767,1
2024-06-05,"Wednesday",87,"20:08:49","KEELE AND GLENLAKE","General Delay","W",7377,0
2024-04-26,"Friday",92,"23:14:55","FINCH STATION","General Delay","S",7103,0
2024-11-27,"Wednesday",105,"19:51:01","PARLIAMENT AND BLOOR","Mechanical","N",7755,1
2024-06-20,"Thursday",96,"20:51:31","KEELE AND GLENLAKE","Vision","S",7112,0
2024-10-28,"Monday",98,"14:49:48","BLOOR AND MANNING","General Delay","N",7549,0
2024-04-16,"Tuesday",88,"10:42:42","FINCH STATION","Vision","N",8001,0
2024-09-05,"Thursday",108,"04:36:59","KEELE AND GLENLAKE","Mechanical","E",7388,1
2024-06-08,"Saturday",95,"05:50:49","PARLIAMENT AND BLOOR","Security","E",9712,0
2024-03-18,"Monday",93,"02:22:16","FINCH STATION","Security","W",6465,0
2024-09-07,"Saturday",96,"16:12:19","PARLIAMENT AND BLOOR","General Delay","S",8399,0
2024-03-05,"Tuesday",95,"01:40:20","MAIN STATION","General Delay","E",8421,0
2024-09-05,"Thursday",98,"06:24:44","PARLIAMENT AND BLOOR","Security","E",7988,0
2024-05-10,"Friday",89,"20:54:13","BLOOR AND MANNING","Security","N",6891,1
2024-09-05,"Thursday",99,"06:59:54","BLOOR AND MANNING","Security","S",7140,0
2024-06-04,"Tuesday",89,"06:08:45","BLOOR AND MANNING","Mechanical","S",5709,1
2024-02-14,"Wednesday",93,"08:43:54","MAIN STATION","General Delay","E",7265,0
2024-09-23,"Monday",100,"23:53:32","FINCH STATION","General Delay","W",6300,0
2024-03-03,"Sunday",108,"15:24:11","BLOOR AND MANNING","Security","N",6248,0
2024-12-01,"Sunday",118,"06:26:22","PARLIAMENT AND BLOOR","Security","N",6753,0
2024-02-22,"Thursday",90,"19:13:34","MAIN STATION","Mechanical","S",5841,1
2024-12-05,"Thursday",96,"20:39:17","BLOOR AND MANNING","General Delay","N",7446,0
2024-12-09,"Monday",105,"17:17:23","FINCH STATION","Mechanical","W",7591,1
2024-06-20,"Thursday",103,"21:25:14","PARLIAMENT AND BLOOR","Vision","E",6518,0
2024-09-17,"Tuesday",91,"15:05:56","PARLIAMENT AND BLOOR","General Delay","S",5828,0
2024-08-08,"Thursday",91,"14:20:56","MAIN STATION","Security","N",7538,1
2024-04-01,"Monday",90,"15:58:18","KEELE AND GLENLAKE","General Delay","N",7719,0
2024-03-14,"Thursday",112,"09:10:23","KEELE AND GLENLAKE","Mechanical","N",7355,1
2024-07-16,"Tuesday",111,"12:13:14","PARLIAMENT AND BLOOR","Vision","S",7271,0
2024-08-20,"Tuesday",104,"22:32:04","MAIN STATION","Vision","S",7623,0
2024-02-08,"Thursday",108,"21:20:47","FINCH STATION","Vision","E",7603,0
2024-09-30,"Monday",103,"06:22:49","PARLIAMENT AND BLOOR","Security","S",6311,0
2024-12-07,"Saturday",111,"07:09:57","BLOOR AND MANNING","Vision","S",8284,0
2024-07-12,"Friday",99,"08:13:11","MAIN STATION","General Delay","N",6091,0
